year,moy,dom,year_dec,le_f_mds,soilm_from_et,soilm_from_et_orthbucket,date,wcont_et
2001,2,26,2001.15342466,10468736.165399147,215.3775516322263,200.03115744399165,2001-02-26,215.3775516322263
2001,2,27,2001.15616438,7852717.824339239,216.53264901166602,203.49240765535305,2001-02-27,216.53264901166602
2001,2,28,2001.15890411,8453709.361264875,216.26728246645786,212.83333072351442,2001-02-28,216.26728246645786
2001,3,1,2001.16164384,5684239.355988157,217.49013610449313,218.155419760042,2001-03-01,217.49013610449313
2001,3,2,2001.16438356,8215019.44327173,216.37267549617985,215.66328974478142,2001-03-02,216.37267549617985
2001,3,3,2001.16712329,8020474.6840773495,216.45857632416798,213.91316338794002,2001-03-03,216.45857632416798
2001,3,4,2001.16986301,9739786.63264788,213.40099408470425,209.81689094240662,2001-03-04,213.40099408470425
2001,3,5,2001.17260274,10619924.794646757,209.94778869665132,205.45106094248595,2001-03-05,209.94778869665132
2001,3,6,2001.17534247,9577218.099169007,215.77119955352046,205.01719658724846,2001-03-06,215.77119955352046
2001,3,7,2001.17808219,10114889.643979432,215.53379181724358,202.6979367148686,2001-03-07,215.53379181724358
2001,3,8,2001.18082192,9841351.91421663,213.88936364197704,199.45448401004225,2001-03-08,213.88936364197704
2001,3,9,2001.18356164,9296395.311819894,215.8951962628182,199.03991674735667,2001-03-09,215.8951962628182
2001,3,10,2001.18630137,8808335.263852816,216.11069814733006,208.08381359520652,2001-03-10,216.11069814733006
2001,3,11,2001.1890411,10905320.165093696,213.1694770355594,203.83042418615503,2001-03-11,213.1694770355594
2001,3,12,2001.19178082,10904750.299081728,210.1245075469241,199.6995548751858,2001-03-12,210.1245075469241
2001,3,13,2001.19452055,10711257.41870735,206.86497443140308,195.64893230149127,2001-03-13,206.86497443140308
2001,3,14,2001.19726027,9183549.015325353,205.70499773836482,193.12248813992537,2001-03-14,205.70499773836482
2001,3,15,2001.2,8680625.298974162,210.93308595125532,194.41506471361,2001-03-15,210.93308595125532
2001,3,16,2001.20273973,8625680.759952571,210.30443480943342,192.34498404580296,2001-03-16,210.30443480943342
2001,3,17,2001.20547945,6137878.745126937,217.28983258926908,198.6958998719582,2001-03-17,217.28983258926908
2001,3,18,2001.20821918,6887116.468691693,216.95900825310775,203.7271161883627,2001-03-18,216.95900825310775
2001,3,19,2001.2109589,6950014.295713242,216.93123585028292,205.16438482638654,2001-03-19,216.93123585028292
2001,3,20,2001.21369863,9338581.813979458,215.87656890179116,203.90928038701256,2001-03-20,215.87656890179116
2001,3,21,2001.21643836,9325963.271015428,215.88214059281538,205.02787362548167,2001-03-21,215.88214059281538
2001,3,22,2001.21917808,8935898.196682798,216.0543730034605,205.19718649256663,2001-03-22,216.0543730034605
2001,3,23,2001.22191781,9390106.823902864,212.8721911458231,201.3977436209258,2001-03-23,212.8721911458231
2001,3,24,2001.22465753,9357499.799861804,215.8682157050364,203.90214281865676,2001-03-24,215.8682157050364
2001,3,25,2001.22739726,8855616.536864096,216.08982120098196,204.6272013606347,2001-03-25,216.08982120098196
2001,3,26,2001.23013699,7603543.293819631,216.64267149992952,206.91924625352004,2001-03-26,216.64267149992952
2001,3,27,2001.23287671,10060814.281655915,212.2003401793234,202.47691493291393,2001-03-27,212.2003401793234
2001,3,28,2001.23561644,8619156.162268156,211.77156995984402,200.06283073942492,2001-03-28,211.77156995984402
2001,3,29,2001.23835616,8215475.299042048,216.3724742140262,202.14058393288056,2001-03-29,216.3724742140262
2001,3,30,2001.24109589,8973629.609257108,216.03771277784088,203.4061553499232,2001-03-30,216.03771277784088
2001,3,31,2001.24383562,9650536.172165291,215.73882611306925,201.8955124282544,2001-03-31,215.73882611306925
2001,4,1,2001.24657534,8255068.776979512,216.35499179737388,207.1679397318031,2001-04-01,216.35499179737388
2001,4,2,2001.24931507,7937409.459095319,216.49525359901477,209.70424870591012,2001-04-02,216.49525359901477
2001,4,3,2001.25205479,8292149.571536925,216.338618850767,207.04536941888034,2001-04-03,216.338618850767
2001,4,4,2001.25479452,8231277.5946979355,216.36549674371767,206.04085029838458,2001-04-04,216.36549674371767
2001,4,5,2001.25753425,7347926.888665558,216.75553838434732,206.3404253080735,2001-04-05,216.75553838434732
2001,4,6,2001.26027397,7468825.495859165,215.33469424375002,203.6742100994463,2001-04-06,215.33469424375002
2001,4,7,2001.2630137,8418534.1550423,211.82350824830576,200.03726115183593,2001-04-07,211.82350824830576
2001,4,8,2001.26575342,8312261.1278200615,208.5452468838256,196.54574898799262,2001-04-08,208.5452468838256
2001,4,9,2001.26849315,8445304.720887627,206.87024040151064,193.87243882013,2001-04-09,206.87024040151064
2001,4,10,2001.27123288,9929273.434645548,202.48599066438814,189.48818908300748,2001-04-10,202.48599066438814
2001,4,11,2001.2739726,9424898.268763434,198.32444671767263,185.32664513629197,2001-04-11,198.32444671767263
2001,4,12,2001.27671233,9334724.726098556,194.20271870848023,181.20491712709958,2001-04-12,194.20271870848023
2001,4,13,2001.27945205,9134189.133500772,190.1695367671263,177.17173518574563,2001-04-13,190.1695367671263
2001,4,14,2001.28219178,9162308.706302555,186.12393868772602,173.12613710634537,2001-04-14,186.12393868772602
2001,4,15,2001.28493151,9584598.585181993,181.89187940321818,168.89407782183753,2001-04-15,181.89187940321818
2001,4,16,2001.28767123,8282609.743546571,178.234710544908,165.23690896352736,2001-04-16,178.234710544908
2001,4,17,2001.29041096,6148478.001907909,176.04686305470688,162.96469096692223,2001-04-17,176.04686305470688
2001,4,18,2001.29315068,6339114.976380367,174.2018402106173,160.97988918728328,2001-04-18,174.2018402106173
2001,4,19,2001.29589041,7865519.595230499,170.88383662735438,157.64088823237392,2001-04-19,170.88383662735438
2001,4,20,2001.29863014,8778914.519693099,167.00752544219873,153.76457704721827,2001-04-20,167.00752544219873
2001,4,21,2001.30136986,8436797.422259115,163.2822753396452,150.03932694466474,2001-04-21,163.2822753396452
2001,4,22,2001.30410959,9019953.36955078,159.29953395885838,146.05658556387792,2001-04-22,159.29953395885838
2001,4,23,2001.30684932,8228075.228500772,155.66644470061433,142.42349630563388,2001-04-23,155.66644470061433
2001,4,24,2001.30958904,7844914.072416568,152.20253944247813,138.95959104749767,2001-04-24,152.20253944247813
2001,4,25,2001.31232877,8157433.61950516,148.60064183765238,135.35769344267192,2001-04-25,148.60064183765238
2001,4,26,2001.31506849,7970344.8160937745,149.21835289926872,135.79061759023807,2001-04-26,149.21835289926872
2001,4,27,2001.31780822,9244906.100854855,145.1362841145609,131.70854880553026,2001-04-27,145.1362841145609
2001,4,28,2001.32054795,9393197.346614951,141.26373764314013,127.82569000154632,2001-04-28,141.26373764314013
2001,4,29,2001.32328767,9378936.380060494,137.39848807141487,123.95189448553022,2001-04-29,137.39848807141487
2001,4,30,2001.3260274,9026151.04286096,133.41301012105328,119.9664165351686,2001-04-30,133.41301012105328
2001,5,1,2001.32876712,8959742.782104488,129.4568545981261,116.01026101224146,2001-05-01,129.4568545981261
2001,5,2,2001.33150685,8650871.975053865,125.63708032842254,112.19048674253789,2001-05-02,125.63708032842254
2001,5,3,2001.33424658,8776390.12316086,121.76188378522994,108.31529019934528,2001-05-03,121.76188378522994
2001,5,4,2001.3369863,8919331.283646096,117.82357187419032,104.37697828830566,2001-05-04,117.82357187419032
2001,5,5,2001.33972603,9139260.090841945,113.78815086232065,100.34155727643599,2001-05-05,113.78815086232065
2001,5,6,2001.34246575,9120745.55397773,109.76090490514297,96.31431131925831,2001-05-06,109.76090490514297
2001,5,7,2001.34520548,8746586.446375431,105.8988681125577,92.45227452667304,2001-05-07,105.8988681125577
2001,5,8,2001.34794521,8023577.913344488,102.35607421238969,88.90948062650503,2001-05-08,102.35607421238969
2001,5,9,2001.35068493,7322375.43981888,99.122894785068965,85.67630119918431,2001-05-09,99.122894785068965
2001,5,10,2001.35342466,7114600.737222298,95.98145783933418,82.53486425344953,2001-05-10,95.98145783933418
2001,5,11,2001.35616438,7021714.873525121,92.88103445075211,79.43444086486745,2001-05-11,92.88103445075211
2001,5,12,2001.35890411,7030377.129404639,89.77678626136134,76.33019267547668,2001-05-12,89.77678626136134
2001,5,13,2001.36164384,7370562.080692164,86.52233012442314,73.07573653853848,2001-05-13,86.52233012442314
2001,5,14,2001.36438356,7418576.797087355,83.24667319075805,69.80007960487339,2001-05-14,83.24667319075805
2001,5,15,2001.36712329,6381904.792678495,81.29075659355635,67.84360751289034,2001-05-15,81.29075659355635
2001,5,16,2001.36986301,7172443.049190229,80.72777949700297,67.2792314959674,2001-05-16,80.72777949700297
2001,5,17,2001.37260274,8288032.435264377,77.06821626060513,63.61966825956955,2001-05-17,77.06821626060513
2001,5,18,2001.37534247,7444702.96667099,73.78102337187917,60.332475370843596,2001-05-18,73.78102337187917
2001,5,19,2001.37808219,6406886.547803726,70.95207613340634,57.50352813237077,2001-05-19,70.95207613340634
2001,5,20,2001.38082192,6198316.917736023,68.21522237506726,54.76667437403169,2001-05-20,68.21522237506726
2001,5,21,2001.38356164,6301444.202716961,65.4328329816141,51.984284980578536,2001-05-21,65.4328329816141
2001,5,22,2001.38630137,6359504.153811133,62.62480733924531,49.176259338209746,2001-05-22,62.62480733924531
2001,5,23,2001.3890411,6366313.54121295,59.81377502623512,46.36522702519956,2001-05-23,59.81377502623512
2001,5,24,2001.39178082,6379672.135024608,56.99684425431023,43.54829625327467,2001-05-24,56.99684425431023
2001,5,25,2001.39452055,6461970.475923527,54.14357482358754,40.69502682255198,2001-05-25,54.14357482358754
2001,5,26,2001.39726027,6492091.439149801,51.27700554509896,37.8284575440634,2001-05-26,51.27700554509896
2001,5,27,2001.4,6607116.480822394,48.35964720212999,34.91109920109443,2001-05-27,48.35964720212999
2001,5,28,2001.40273973,6689289.203180489,45.4060056669649,31.95745766592934,2001-05-28,45.4060056669649
2001,5,29,2001.40547945,6292771.153660292,42.627445840025054,29.178897838989492,2001-05-29,42.627445840025054
2001,5,30,2001.40821918,6045980.331606424,39.957855979904586,26.50930797886903,2001-05-30,39.957855979904586
2001,5,31,2001.4109589,5974817.652733843,37.31968785050728,23.87113984947172,2001-05-31,37.31968785050728
2001,6,1,2001.41369863,6037756.3647243595,34.65372926561336,21.2051812645778,2001-06-01,34.65372926561336
2001,6,2,2001.41643836,5941879.478544127,32.03010491753933,18.581556916503775,2001-06-02,32.03010491753933
2001,6,3,2001.41917808,6263048.219609482,29.264669189422676,15.816121188387118,2001-06-03,29.264669189422676
2001,6,4,2001.42191781,6144095.365833489,26.55175684293409,13.103208841898532,2001-06-04,26.55175684293409
2001,6,5,2001.42465753,6004662.3747238945,23.90041083950596,10.4518628384704,2001-06-05,23.90041083950596
2001,6,6,2001.42739726,5786942.869726695,21.345198424183057,7.8966504231474985,2001-06-06,21.345198424183057
2001,6,7,2001.43013699,5714364.36864176,18.822032892894196,5.373484891858638,2001-06-07,18.822032892894196
2001,6,8,2001.43287671,5859657.1291856365,16.234713649713623,2.786165648678064,2001-06-08,16.234713649713623
2001,6,9,2001.43561644,5356190.268525788,13.869699136685405,0.4211511356498461,2001-06-09,13.869699136685405
2001,6,10,2001.43835616,5514830.549554672,11.434637342254794,0.0,2001-06-10,11.434637342254794
2001,6,11,2001.44109589,5436143.654698997,9.03431958024072,0.0,2001-06-11,9.03431958024072
2001,6,12,2001.44383562,4956640.440366093,6.84572545089982,0.0,2001-06-12,6.84572545089982
2001,6,13,2001.44657534,5236533.012904547,4.533545346648356,0.0,2001-06-13,4.533545346648356
2001,6,14,2001.44931507,5357757.0214043865,2.167839037191996,0.0,2001-06-14,2.167839037191996
2001,6,15,2001.45205479,5476196.801988753,0.0,0.0,2001-06-15,0.0
2001,6,16,2001.45479452,5351444.420058096,0.0,0.0,2001-06-16,0.0
2001,6,17,2001.45753425,5219963.916355908,0.0,0.0,2001-06-17,0.0
2001,6,18,2001.46027397,5186518.500219879,0.0,0.0,2001-06-18,0.0
2001,6,19,2001.4630137,5465162.938982234,0.0,0.0,2001-06-19,0.0
2001,6,20,2001.46575342,5434865.569226216,0.0,0.0,2001-06-20,0.0
2001,6,21,2001.46849315,5099625.858595734,0.0,0.0,2001-06-21,0.0
2001,6,22,2001.47123288,4241610.488093421,0.0,0.0,2001-06-22,0.0
2001,6,23,2001.4739726,4952033.291518416,0.0,0.0,2001-06-23,0.0
2001,6,24,2001.47671233,4903509.025235462,0.0,0.0,2001-06-24,0.0
2001,6,25,2001.47945205,4894272.830496391,0.0,0.0,2001-06-25,0.0
2001,6,26,2001.48219178,4835240.289750565,0.0,0.0,2001-06-26,0.0
2001,6,27,2001.48493151,4735602.41137633,0.0,0.0,2001-06-27,0.0
2001,6,28,2001.48767123,4691108.029534569,0.0,0.0,2001-06-28,0.0
2001,6,29,2001.49041096,5122860.4200573545,0.0,0.0,2001-06-29,0.0
2001,6,30,2001.49315068,4738807.090709891,0.0,0.0,2001-06-30,0.0
2001,7,1,2001.49589041,4697017.494913163,0.0,0.0,2001-07-01,0.0
2001,7,2,2001.49863014,4366932.057441966,0.0,0.0,2001-07-02,0.0
2001,7,3,2001.50136986,3967997.3145161634,0.0,0.0,2001-07-03,0.0
2001,7,4,2001.50410959,4324648.63308673,0.0,0.0,2001-07-04,0.0
2001,7,5,2001.50684932,4289472.447118584,0.0,0.0,2001-07-05,0.0
2001,7,6,2001.50958904,4536111.206194532,0.0,0.0,2001-07-06,0.0
2001,7,7,2001.51232877,4289020.765145208,0.0,0.0,2001-07-07,0.0
2001,7,8,2001.51506849,4139238.645819529,0.0,0.0,2001-07-08,0.0
2001,7,9,2001.51780822,3932799.9409683426,0.0,0.0,2001-07-09,0.0
2001,7,10,2001.52054795,3798203.5132466527,0.0,0.0,2001-07-10,0.0
2001,7,11,2001.52328767,3863996.9436505213,0.0,0.0,2001-07-11,0.0
2001,7,12,2001.5260274,3915716.2490582294,0.0,0.0,2001-07-12,0.0
2001,7,13,2001.52876712,4116240.345158446,0.0,0.0,2001-07-13,0.0
2001,7,14,2001.53150685,4008587.333849195,0.0,0.0,2001-07-14,0.0
2001,7,15,2001.53424658,4170509.235954654,0.0,0.0,2001-07-15,0.0
2001,7,16,2001.5369863,4120416.089609784,0.0,0.0,2001-07-16,0.0
2001,7,17,2001.53972603,3874377.614822154,0.0,0.0,2001-07-17,0.0
2001,7,18,2001.54246575,3962103.056191929,0.0,0.0,2001-07-18,0.0
2001,7,19,2001.54520548,4252952.29299259,0.0,0.0,2001-07-19,0.0
2001,7,20,2001.54794521,4386619.525935539,0.0,0.0,2001-07-20,0.0
2001,7,21,2001.55068493,4361564.520895118,0.0,0.0,2001-07-21,0.0
2001,7,22,2001.55342466,4646267.46165666,0.0,0.0,2001-07-22,0.0
2001,7,23,2001.55616438,4760565.752250293,0.0,0.0,2001-07-23,0.0
2001,7,24,2001.55890411,4612717.276854178,0.0,0.0,2001-07-24,0.0
2001,7,25,2001.56164384,4502964.340910008,0.0,0.0,2001-07-25,0.0
2001,7,26,2001.56438356,4327705.713961611,0.0,0.0,2001-07-26,0.0
2001,7,27,2001.56712329,4362972.675738044,0.0,0.0,2001-07-27,0.0
2001,7,28,2001.56986301,4379314.294464564,0.0,0.0,2001-07-28,0.0
2001,7,29,2001.57260274,4345293.142769795,0.0,0.0,2001-07-29,0.0
2001,7,30,2001.57534247,4333014.298523076,0.0,0.0,2001-07-30,0.0
2001,7,31,2001.57808219,4320366.885668075,0.0,0.0,2001-07-31,0.0
2001,8,1,2001.58082192,4276687.762500957,0.0,0.0,2001-08-01,0.0
2001,8,2,2001.58356164,4165468.9536076034,0.0,0.0,2001-08-02,0.0
2001,8,3,2001.58630137,4071200.2875025207,0.0,0.0,2001-08-03,0.0
2001,8,4,2001.5890411,4243648.275351455,0.0,0.0,2001-08-04,0.0
2001,8,5,2001.59178082,4295903.3427394135,0.0,0.0,2001-08-05,0.0
2001,8,6,2001.59452055,4663285.719924512,0.0,0.0,2001-08-06,0.0
2001,8,7,2001.59726027,3915527.4487548424,0.0,0.0,2001-08-07,0.0
2001,8,8,2001.6,4100295.083547756,0.0,0.0,2001-08-08,0.0
2001,8,9,2001.60273973,3684770.3292660303,0.0,0.0,2001-08-09,0.0
2001,8,10,2001.60547945,4594281.207714023,0.0,0.0,2001-08-10,0.0
2001,8,11,2001.60821918,4268297.97336123,0.0,0.0,2001-08-11,0.0
2001,8,12,2001.6109589,4099763.7260430995,0.0,0.0,2001-08-12,0.0
2001,8,13,2001.61369863,4100194.5100332266,0.0,0.0,2001-08-13,0.0
2001,8,14,2001.61643836,4683833.058332577,0.0,0.0,2001-08-14,0.0
2001,8,15,2001.61917808,4430169.330303606,0.0,0.0,2001-08-15,0.0
2001,8,16,2001.62191781,4227321.885119204,0.0,0.0,2001-08-16,0.0
2001,8,17,2001.62465753,4486667.252910877,0.0,0.0,2001-08-17,0.0
2001,8,18,2001.62739726,4423783.94512442,0.0,0.0,2001-08-18,0.0
2001,8,19,2001.63013699,4538699.047191183,0.0,0.0,2001-08-19,0.0
2001,8,20,2001.63287671,3999550.309664005,0.0,0.0,2001-08-20,0.0
2001,8,21,2001.63561644,4999023.812807738,0.0,0.0,2001-08-21,0.0
2001,8,22,2001.63835616,4711888.708257333,0.0,0.0,2001-08-22,0.0
2001,8,23,2001.64109589,4496491.085476497,0.0,0.0,2001-08-23,0.0
2001,8,24,2001.64383562,4525734.655284556,0.0,0.0,2001-08-24,0.0
2001,8,25,2001.64657534,4171354.589163616,0.0,0.0,2001-08-25,0.0
2001,8,26,2001.64931507,4172003.2118367287,0.0,0.0,2001-08-26,0.0
2001,8,27,2001.65205479,4002792.393846309,0.0,0.0,2001-08-27,0.0
2001,8,28,2001.65479452,4690400.830449281,0.0,0.0,2001-08-28,0.0
2001,8,29,2001.65753425,5236713.640316865,0.0,0.0,2001-08-29,0.0
2001,8,30,2001.66027397,4893385.474813318,0.0,0.0,2001-08-30,0.0
2001,8,31,2001.6630137,4475422.707755513,0.0,0.0,2001-08-31,0.0
2001,9,1,2001.66575342,4425910.782526059,0.0,0.0,2001-09-01,0.0
2001,9,2,2001.66849315,4762665.711068333,0.0,0.0,2001-09-02,0.0
2001,9,3,2001.67123288,4677502.751502174,0.0,0.0,2001-09-03,0.0
2001,9,4,2001.6739726,4302855.9956542645,0.0,0.0,2001-09-04,0.0
2001,9,5,2001.67671233,4001004.8149432703,0.0,0.0,2001-09-05,0.0
2001,9,6,2001.67945205,4149978.1049143556,0.0,0.0,2001-09-06,0.0
2001,9,7,2001.68219178,2209740.48,0.0,0.0,2001-09-07,0.0
2001,9,8,2001.68493151,1847456.6400000001,0.0,0.0,2001-09-08,0.0
2001,9,9,2001.68767123,1855595.5199999998,0.0,0.0,2001-09-09,0.0
2001,9,10,2001.69041096,2115521.28,0.0,0.0,2001-09-10,0.0
2001,9,11,2001.69315068,2197316.16,0.0,0.0,2001-09-11,0.0
2001,9,12,2001.69589041,2234943.36,0.0,0.0,2001-09-12,0.0
2001,9,13,2001.69863014,2726265.5999999996,0.0,0.0,2001-09-13,0.0
2001,9,14,2001.7013698600001,2360430.7199999997,0.0,0.0,2001-09-14,0.0
2001,9,15,2001.70410959,2993155.1999999993,0.0,0.0,2001-09-15,0.0
2001,9,16,2001.70684932,3499320.9599999995,0.0,0.0,2001-09-16,0.0
2001,9,17,2001.70958904,3283320.9599999995,0.0,0.0,2001-09-17,0.0
2001,9,18,2001.71232877,2926601.2800000003,0.0,0.0,2001-09-18,0.0
2001,9,19,2001.71506849,2411830.08,1.8070615164520742,1.8070615164520742,2001-09-19,1.8070615164520742
2001,9,20,2001.71780822,2808475.1999999997,3.800985216976633,3.800985216976633,2001-09-20,3.800985216976633
2001,9,21,2001.72054795,4266838.08,2.9729718645684304,2.9729718645628904,2001-09-21,2.9729718645684304
2001,9,22,2001.72328767,2711016.0,1.7759284692417734,1.7759284692362334,2001-09-22,1.7759284692417734
2001,9,23,2001.7260274,3303737.2799999993,1.4871702432045777,1.4871702431990377,2001-09-23,1.4871702432045777
2001,9,24,2001.72876712,3571421.76,2.4252164997615644,2.425216499756024,2001-09-24,2.4252164997615644
2001,9,25,2001.73150685,4219750.08,0.5619947544110637,0.5619947544055233,2001-09-25,0.5619947544110637
2001,9,26,2001.73424658,3450841.9200000004,0.0,0.0,2001-09-26,0.0
2001,9,27,2001.7369863,3914110.08,0.0,0.0,2001-09-27,0.0
2001,9,28,2001.73972603,3853180.8000000003,0.0,0.0,2001-09-28,0.0
2001,9,29,2001.74246575,3895404.4800000004,0.0,0.0,2001-09-29,0.0
2001,9,30,2001.74520548,3251802.2399999998,0.0,0.0,2001-09-30,0.0
2001,10,1,2001.74794521,3461477.76,0.0,0.0,2001-10-01,0.0
2001,10,2,2001.75068493,3082389.1200000006,1.1649775870290888,1.1649775870290888,2001-10-02,1.1649775870290888
2001,10,3,2001.75342466,6163058.88,0.0,0.0,2001-10-03,0.0
2001,10,4,2001.75616438,7199815.679999999,0.5329365760610405,0.5329365760610405,2001-10-04,0.5329365760610405
2001,10,5,2001.75890411,7411772.16,2.0432842155460196,2.0432842155460196,2001-10-05,2.0432842155460196
2001,10,6,2001.76164384,7404091.199999999,0.7220233667143554,0.7220233667143554,2001-10-06,0.7220233667143554
2001,10,7,2001.76438356,6339617.28,7.522778731521221,7.522778731521221,2001-10-07,7.522778731521221
2001,10,8,2001.76712329,5341429.439999999,12.519281831187412,12.519281828140228,2001-10-08,12.519281831187412
2001,10,9,2001.76986301,7060763.52,15.31961659513591,15.319616528236203,2001-10-09,15.31961659513591
2001,10,10,2001.77260274,6537689.279999998,20.17491368621841,20.174913315276036,2001-10-10,20.17491368621841
2001,10,11,2001.77534247,5305556.16,23.913256556986173,23.91325479524412,2001-10-11,23.913256556986173
2001,10,12,2001.77808219,9901182.611919561,22.10141026337468,22.101406763742037,2001-10-12,22.10141026337468
