year,moy,dom,year_dec,le_f_mds,soilm_from_et,soilm_from_et_orthbucket,date,wcont_et
2002,5,21,2002.38356164,7481047.640724847,14.791817921990138,0.0,2002-05-21,14.791817921990138
2002,5,22,2002.38630137,6399982.557110545,11.965919126042422,0.0,2002-05-22,11.965919126042422
2002,5,23,2002.3890411,6168622.987232649,9.242176660071348,0.0,2002-05-23,9.242176660071348
2002,5,24,2002.39178082,7192023.255995134,6.666553964511936,0.0,2002-05-24,6.666553964511936
2002,5,25,2002.39452055,6512210.380585019,3.7911012098778825,0.0,2002-05-25,3.7911012098778825
2002,5,26,2002.39726027,5052904.863433632,1.5600017276220886,0.0,2002-05-26,1.5600017276220886
2002,5,27,2002.4,6115185.040544247,0.0,0.0,2002-05-27,0.0
2002,5,28,2002.40273973,6053618.941758957,0.0,0.0,2002-05-28,0.0
2002,5,29,2002.40547945,5926464.517614589,0.0,0.0,2002-05-29,0.0
2002,5,30,2002.40821918,5765101.094518012,0.0,0.0,2002-05-30,0.0
2002,5,31,2002.4109589,5737590.5048927395,0.0,0.0,2002-05-31,0.0
2002,6,1,2002.41369863,5665075.100691995,0.0,0.0,2002-06-01,0.0
2002,6,2,2002.41643836,5423330.146629196,0.0,0.0,2002-06-02,0.0
2002,6,3,2002.41917808,5470122.250659775,0.0,0.0,2002-06-03,0.0
2002,6,4,2002.42191781,5354053.075066245,0.0,0.0,2002-06-04,0.0
2002,6,5,2002.42465753,5320241.107856479,0.0,0.0,2002-06-05,0.0
2002,6,6,2002.42739726,5263597.470211231,0.0,0.0,2002-06-06,0.0
2002,6,7,2002.43013699,5298775.977318256,0.0,0.0,2002-06-07,0.0
2002,6,8,2002.43287671,5438463.051046779,0.0,0.0,2002-06-08,0.0
2002,6,9,2002.43561644,5611955.093420428,0.0,0.0,2002-06-09,0.0
2002,6,10,2002.43835616,5372651.771249541,0.0,0.0,2002-06-10,0.0
2002,6,11,2002.44109589,5298328.485798441,0.0,0.0,2002-06-11,0.0
2002,6,12,2002.44383562,5208936.016539588,0.0,0.0,2002-06-12,0.0
2002,6,13,2002.44657534,5155765.660299182,0.0,0.0,2002-06-13,0.0
2002,6,14,2002.44931507,5359247.087369064,0.0,0.0,2002-06-14,0.0
2002,6,15,2002.45205479,5184430.055145829,0.0,0.0,2002-06-15,0.0
2002,6,16,2002.45479452,5085340.938987713,0.0,0.0,2002-06-16,0.0
2002,6,17,2002.45753425,4879642.245216611,0.0,0.0,2002-06-17,0.0
2002,6,18,2002.46027397,4798251.292837087,0.0,0.0,2002-06-18,0.0
2002,6,19,2002.4630137,4859123.659160648,0.0,0.0,2002-06-19,0.0
2002,6,20,2002.46575342,5112374.437543529,0.0,0.0,2002-06-20,0.0
2002,6,21,2002.46849315,4979216.257232691,0.0,0.0,2002-06-21,0.0
2002,6,22,2002.47123288,5047636.309072748,0.0,0.0,2002-06-22,0.0
2002,6,23,2002.4739726,4941381.497398957,0.0,0.0,2002-06-23,0.0
2002,6,24,2002.47671233,4833325.106399996,0.0,0.0,2002-06-24,0.0
2002,6,25,2002.47945205,4578427.782906703,0.0,0.0,2002-06-25,0.0
2002,6,26,2002.48219178,4818025.076262031,0.0,0.0,2002-06-26,0.0
2002,6,27,2002.48493151,4606294.8264189735,0.0,0.0,2002-06-27,0.0
2002,6,28,2002.48767123,4809879.321016185,0.0,0.0,2002-06-28,0.0
2002,6,29,2002.49041096,4798328.674445221,0.0,0.0,2002-06-29,0.0
2002,6,30,2002.49315068,4752968.2543025315,0.0,0.0,2002-06-30,0.0
2002,7,1,2002.49589041,4709018.315044043,0.0,0.0,2002-07-01,0.0
2002,7,2,2002.49863014,4726270.942574608,0.0,0.0,2002-07-02,0.0
2002,7,3,2002.50136986,4595240.072347333,0.0,0.0,2002-07-03,0.0
2002,7,4,2002.50410959,4693144.675102773,0.0,0.0,2002-07-04,0.0
2002,7,5,2002.50684932,4686907.778595645,0.0,0.0,2002-07-05,0.0
2002,7,6,2002.50958904,4641708.270838462,0.0,0.0,2002-07-06,0.0
2002,7,7,2002.51232877,4632813.494178043,0.0,0.0,2002-07-07,0.0
2002,7,8,2002.51506849,4638450.916084185,0.0,0.0,2002-07-08,0.0
2002,7,9,2002.51780822,4278487.993649514,0.0,0.0,2002-07-09,0.0
2002,7,10,2002.52054795,4285033.398455414,0.0,0.0,2002-07-10,0.0
2002,7,11,2002.52328767,4489904.948759988,0.0,0.0,2002-07-11,0.0
2002,7,12,2002.5260274,4502328.800035259,0.0,0.0,2002-07-12,0.0
2002,7,13,2002.52876712,4360027.356114549,0.0,0.0,2002-07-13,0.0
2002,7,14,2002.53150685,4384183.595967925,0.0,0.0,2002-07-14,0.0
2002,7,15,2002.53424658,4285854.709616962,0.0,0.0,2002-07-15,0.0
2002,7,16,2002.5369863,4577711.745841358,0.0,0.0,2002-07-16,0.0
2002,7,17,2002.53972603,4539994.4208111735,0.0,0.0,2002-07-17,0.0
2002,7,18,2002.54246575,4535233.5676260535,0.0,0.0,2002-07-18,0.0
2002,7,19,2002.54520548,4252610.839397952,0.0,0.0,2002-07-19,0.0
2002,7,20,2002.54794521,4306950.6467554355,0.0,0.0,2002-07-20,0.0
2002,7,21,2002.55068493,4298331.043779049,0.0,0.0,2002-07-21,0.0
2002,7,22,2002.55342466,4513201.670243951,0.0,0.0,2002-07-22,0.0
2002,7,23,2002.55616438,3065154.8342844653,0.0,0.0,2002-07-23,0.0
2002,7,24,2002.55890411,3626201.096514815,0.0,0.0,2002-07-24,0.0
2002,7,25,2002.56164384,3881889.3171079974,0.0,0.0,2002-07-25,0.0
2002,7,26,2002.56438356,4328601.609222527,0.0,0.0,2002-07-26,0.0
2002,7,27,2002.56712329,4233981.256653876,0.0,0.0,2002-07-27,0.0
2002,7,28,2002.56986301,3866035.2296292013,0.0,0.0,2002-07-28,0.0
2002,7,29,2002.57260274,4268441.705765047,0.0,0.0,2002-07-29,0.0
2002,7,30,2002.57534247,4208850.1386205545,0.0,0.0,2002-07-30,0.0
2002,7,31,2002.57808219,4393219.243719932,0.0,0.0,2002-07-31,0.0
2002,8,1,2002.58082192,4106949.8182934155,0.0,0.0,2002-08-01,0.0
2002,8,2,2002.58356164,4244521.005046226,0.0,0.0,2002-08-02,0.0
2002,8,3,2002.58630137,4275967.427406461,0.0,0.0,2002-08-03,0.0
2002,8,4,2002.5890411,4439309.832052734,0.0,0.0,2002-08-04,0.0
2002,8,5,2002.59178082,3765152.463109033,0.0,0.0,2002-08-05,0.0
2002,8,6,2002.59452055,4687806.383143927,0.0,0.0,2002-08-06,0.0
2002,8,7,2002.59726027,4558080.246129113,0.0,0.0,2002-08-07,0.0
2002,8,8,2002.6,4758723.2733995365,0.0,0.0,2002-08-08,0.0
2002,8,9,2002.60273973,4507804.109044656,0.0,0.0,2002-08-09,0.0
2002,8,10,2002.60547945,4412494.965444588,0.0,0.0,2002-08-10,0.0
2002,8,11,2002.60821918,4274422.982001413,0.0,0.0,2002-08-11,0.0
2002,8,12,2002.6109589,4365709.750109331,0.0,0.0,2002-08-12,0.0
2002,8,13,2002.61369863,4374744.174749691,0.0,0.0,2002-08-13,0.0
2002,8,14,2002.61643836,4080057.7628758326,0.0,0.0,2002-08-14,0.0
2002,8,15,2002.61917808,4407686.662160628,0.0,0.0,2002-08-15,0.0
2002,8,16,2002.62191781,4364131.367093801,0.0,0.0,2002-08-16,0.0
2002,8,17,2002.62465753,4456507.4844630705,0.0,0.0,2002-08-17,0.0
2002,8,18,2002.62739726,4302891.065712696,0.0,0.0,2002-08-18,0.0
2002,8,19,2002.63013699,4480117.761807999,0.0,0.0,2002-08-19,0.0
2002,8,20,2002.63287671,4474981.895174694,0.0,0.0,2002-08-20,0.0
2002,8,21,2002.63561644,4431953.595682114,0.0,0.0,2002-08-21,0.0
2002,8,22,2002.63835616,4283523.816703045,0.0,0.0,2002-08-22,0.0
2002,8,23,2002.64109589,3978875.3711925764,0.0,0.0,2002-08-23,0.0
2002,8,24,2002.64383562,4459206.679090451,0.0,0.0,2002-08-24,0.0
2002,8,25,2002.64657534,5286385.493082614,0.0,0.0,2002-08-25,0.0
2002,8,26,2002.64931507,5474324.174993939,0.0,0.0,2002-08-26,0.0
2002,8,27,2002.65205479,4809259.112110771,0.0,0.0,2002-08-27,0.0
2002,8,28,2002.65479452,4947381.925232315,0.0,0.0,2002-08-28,0.0
2002,8,29,2002.65753425,4653978.776563267,0.0,0.0,2002-08-29,0.0
2002,8,30,2002.66027397,4505127.338374998,0.0,0.0,2002-08-30,0.0
2002,8,31,2002.6630137,4456506.035089712,0.0,0.0,2002-08-31,0.0
2002,9,1,2002.66575342,4485697.406206149,0.0,0.0,2002-09-01,0.0
2002,9,2,2002.66849315,4300620.880816376,0.0,0.0,2002-09-02,0.0
2002,9,3,2002.67123288,3865898.5979072144,0.0,0.0,2002-09-03,0.0
2002,9,4,2002.6739726,4254082.234231428,0.0,0.0,2002-09-04,0.0
2002,9,5,2002.67671233,4118486.63925458,0.0,0.0,2002-09-05,0.0
2002,9,6,2002.67945205,4015228.2922655405,0.0,0.0,2002-09-06,0.0
2002,9,7,2002.68219178,4533842.707850336,0.0,0.0,2002-09-07,0.0
2002,9,8,2002.68493151,4289065.475974574,0.0,0.0,2002-09-08,0.0
2002,9,9,2002.68767123,4269458.147092205,0.0,0.0,2002-09-09,0.0
2002,9,10,2002.69041096,4377287.3866249425,0.0,0.0,2002-09-10,0.0
2002,9,11,2002.69315068,4173555.169461887,0.0,0.0,2002-09-11,0.0
2002,9,12,2002.69589041,4324737.317702962,0.0,0.0,2002-09-12,0.0
2002,9,13,2002.69863014,3467368.229974406,0.0,0.0,2002-09-13,0.0
2002,9,14,2002.7013698600001,3849558.254363725,0.0,0.0,2002-09-14,0.0
2002,9,15,2002.70410959,3962051.9166153045,0.0,0.0,2002-09-15,0.0
2002,9,16,2002.70684932,4047737.808177236,0.0,0.0,2002-09-16,0.0
2002,9,17,2002.70958904,3820087.617060624,0.0,0.0,2002-09-17,0.0
2002,9,18,2002.71232877,4354171.648340259,0.0,0.0,2002-09-18,0.0
2002,9,19,2002.71506849,4455007.022812753,0.0,0.0,2002-09-19,0.0
2002,9,20,2002.71780822,4242627.432688725,0.0,0.0,2002-09-20,0.0
2002,9,21,2002.72054795,4388205.886151051,0.0,0.0,2002-09-21,0.0
2002,9,22,2002.72328767,4604602.072533731,0.0,0.0,2002-09-22,0.0
2002,9,23,2002.7260274,4320588.694181472,0.0,0.0,2002-09-23,0.0
2002,9,24,2002.72876712,4410764.862189079,0.0,0.0,2002-09-24,0.0
2002,9,25,2002.73150685,4128975.434466212,0.0,0.0,2002-09-25,0.0
2002,9,26,2002.73424658,3628117.4399999995,0.0,0.0,2002-09-26,0.0
2002,9,27,2002.7369863,4932074.88,0.0,0.0,2002-09-27,0.0
2002,9,28,2002.73972603,4185898.56,0.0,0.0,2002-09-28,0.0
2002,9,29,2002.74246575,4007430.7199999993,0.0,0.0,2002-09-29,0.0
2002,9,30,2002.74520548,2681596.8,0.0,0.0,2002-09-30,0.0
2002,10,1,2002.74794521,3897288.000000001,0.0,0.0,2002-10-01,0.0
2002,10,2,2002.75068493,3142670.3999999994,0.0,0.0,2002-10-02,0.0
2002,10,3,2002.75342466,3757579.1999999993,1.1408488316642824,1.1408488316642824,2002-10-03,1.1408488316642824
2002,10,4,2002.75616438,5486451.84,0.0,0.0,2002-10-04,0.0
2002,10,5,2002.75890411,2900845.44,0.0,0.0,2002-10-05,0.0
2002,10,6,2002.76164384,3527953.92,0.0,0.0,2002-10-06,0.0
2002,10,7,2002.76438356,2435659.1999999997,0.0,0.0,2002-10-07,0.0
2002,10,8,2002.76712329,2998486.0799999996,0.0,0.0,2002-10-08,0.0
2002,10,9,2002.76986301,3474420.479999999,0.0,0.0,2002-10-09,0.0
2002,10,10,2002.77260274,3685314.2399999998,0.0,0.0,2002-10-10,0.0
2002,10,11,2002.77534247,3887118.7199999997,0.0,0.0,2002-10-11,0.0
2002,10,12,2002.77808219,2822523.8400000003,0.0,0.0,2002-10-12,0.0
2002,10,13,2002.78082192,2596008.96,0.0,0.0,2002-10-13,0.0
2002,10,14,2002.78356164,2810393.28,0.0,0.0,2002-10-14,0.0
2002,10,15,2002.78630137,3792519.359999999,0.0,0.0,2002-10-15,0.0
2002,10,16,2002.7890411,4864993.92,0.0,0.0,2002-10-16,0.0
2002,10,17,2002.79178082,3891767.04,0.0,0.0,2002-10-17,0.0
2002,10,18,2002.79452055,2967485.76,0.0,0.0,2002-10-18,0.0
2002,10,19,2002.79726027,3156805.44,0.0,0.0,2002-10-19,0.0
2002,10,20,2002.8,2717850.24,0.0,0.0,2002-10-20,0.0
2002,10,21,2002.80273973,3416281.9200000004,0.0,0.0,2002-10-21,0.0
2002,10,22,2002.80547945,3620332.7999999993,0.0,0.0,2002-10-22,0.0
2002,10,23,2002.80821918,3069740.1599999997,0.0,0.0,2002-10-23,0.0
2002,10,24,2002.8109589,3261263.0399999996,0.0,0.0,2002-10-24,0.0
2002,10,25,2002.81369863,2712363.84,3.8023614687649023,3.8023614687649023,2002-10-25,3.8023614687649023
2002,10,26,2002.81643836,4757762.88,1.7015813066285173,1.7015813066285173,2002-10-26,1.7015813066285173
2002,10,27,2002.81917808,4218652.799999999,0.0,0.0,2002-10-27,0.0
2002,10,28,2002.82191781,3771515.5200000005,0.0,0.0,2002-10-28,0.0
2002,10,29,2002.82465753,4325080.32,0.0,0.0,2002-10-29,0.0
2002,10,30,2002.82739726,3880647.3600000003,0.0,0.0,2002-10-30,0.0
2002,10,31,2002.83013699,4268203.2,0.0,0.0,2002-10-31,0.0
2002,11,1,2002.83287671,3521612.16,0.0,0.0,2002-11-01,0.0
2002,11,2,2002.83561644,3709540.8000000003,0.0,0.0,2002-11-02,0.0
2002,11,3,2002.83835616,3360242.88,0.0,0.0,2002-11-03,0.0
2002,11,4,2002.84109589,3902048.639999999,0.0,0.0,2002-11-04,0.0
2002,11,5,2002.84383562,7564000.32,46.04013161659514,46.04013161659514,2002-11-05,46.04013161659514
2002,11,6,2002.84657534,9637035.691672852,41.984918838343646,41.98490985167353,2002-11-06,41.984918838343646
2002,11,7,2002.84931507,10377255.795005893,37.402863435119514,37.40285444844939,2002-11-07,37.402863435119514
2002,11,8,2002.85205479,8702530.815896748,33.760279313227244,33.76026794908616,2002-11-08,33.760279313227244
2002,11,9,2002.85479452,7031162.879999999,31.055684177318803,31.055670345135997,2002-11-09,31.055684177318803
2002,11,10,2002.85753425,10050480.0,26.617915936975454,26.61790210479265,2002-11-10,26.617915936975454
2002,11,11,2002.86027397,7244061.119999999,23.419316032349798,23.419302200166992,2002-11-11,23.419316032349798
2002,11,12,2002.8630137,7473988.799999998,20.119192045702206,20.1191782135194,2002-11-12,20.119192045702206
2002,11,13,2002.86575342,6780602.88,17.12523114918337,17.125217317000565,2002-11-13,17.12523114918337
2002,11,14,2002.86849315,7441199.999999999,13.83958498800073,13.839571155817925,2002-11-14,13.83958498800073
2002,11,15,2002.87123288,5319846.719999999,11.490617892149515,11.49060405996671,2002-11-15,11.490617892149515
2002,11,16,2002.8739726,7223212.800000001,49.08122351923583,49.08120943287596,2002-11-16,49.08122351923583
2002,11,17,2002.87671233,10288598.4,44.738314601734636,44.73828698273642,2002-11-17,44.738314601734636
2002,11,18,2002.87945205,12080102.4,40.004370872597775,40.00432081509343,2002-11-18,40.004370872597775
2002,11,19,2002.88219178,10558166.399999997,37.54243477340846,37.54234449964292,2002-11-19,37.54243477340846
2002,11,20,2002.88493151,8511307.2,33.78428503568791,33.78419476192237,2002-11-20,33.78428503568791
2002,11,21,2002.88767123,10674547.2,33.870961239789004,33.87084121492938,2002-11-21,33.870961239789004
2002,11,22,2002.89041096,7975635.84,42.549336060962105,42.54913916891975,2002-11-22,42.549336060962105
2002,11,23,2002.89315068,10344931.200000001,39.58155351446711,39.581313219818874,2002-11-23,39.58155351446711
2002,11,24,2002.89589041,11053843.2,34.70075236997498,34.70051207532674,2002-11-24,34.70075236997498
2002,11,25,2002.89863014,10233043.2,30.1823737338281,30.182133439179864,2002-11-25,30.1823737338281
2002,11,26,2002.90136986,8594536.32,26.587474353761337,26.587233456658367,2002-11-26,26.587474353761337
2002,11,27,2002.90410959,7986599.999999999,25.861007973217703,25.86076333017291,2002-11-27,25.861007973217703
2002,11,28,2002.90684932,9131529.599999998,41.019000343270164,41.01873419844646,2002-11-28,41.019000343270164
2002,11,29,2002.90958904,7258282.5600000005,37.814120991815706,37.813854846992,2002-11-29,37.814120991815706
2002,11,30,2002.91232877,8942313.599999998,34.66566128747617,34.66538494380897,2002-11-30,34.66566128747617
2002,12,1,2002.91506849,4250603.5200000005,52.37881627078566,52.37839675321919,2002-12-01,52.37881627078566
2002,12,2,2002.91780822,9815817.600000001,48.24466271809134,48.24422268423036,2002-12-02,48.24466271809134
2002,12,3,2002.92054795,10575360.0,43.57513482109563,43.57469478723465,2002-12-03,43.57513482109563
2002,12,4,2002.92328767,10594800.0,38.8970232331128,38.896583199251815,2002-12-04,38.8970232331128
2002,12,5,2002.9260274,9011347.2,47.718081888334545,47.717446358366914,2002-12-05,47.718081888334545
2002,12,6,2002.92876712,11308550.399999999,50.52481531704222,50.5237391069264,2002-12-06,50.52481531704222
2002,12,7,2002.93150685,10868256.0,45.72595980917384,45.72488359905802,2002-12-07,45.72595980917384
2002,12,8,2002.93424658,10047888.0,42.689336060962106,42.688199650419065,2002-12-08,42.689336060962106
2002,12,9,2002.9369863,11590214.399999997,37.77170134470079,37.77055939434598,2002-12-09,37.77170134470079
2002,12,10,2002.93972603,9594028.8,33.73547816873513,33.734333687295454,2002-12-10,33.73547816873513
2002,12,11,2002.94246575,10609228.8,29.050995574552964,29.04985109311329,2002-12-11,29.050995574552964
2002,12,12,2002.94520548,10137398.4,27.77484869806274,27.773696669770796,2002-12-12,27.77484869806274
2002,12,13,2002.94794521,8541305.28,44.593453371405616,44.592264917507066,2002-12-13,44.593453371405616
2002,12,14,2002.95068493,10886659.200000001,42.786471969402754,42.78517364601666,2002-12-14,42.786471969402754
2002,12,15,2002.95342466,10290239.999999998,69.43283820688487,69.4306633120303,2002-12-15,69.43283820688487
2002,12,16,2002.95616438,12425788.799999999,69.14625737712808,69.14084336555118,2002-12-16,69.14625737712808
2002,12,17,2002.95890411,12703046.400000002,83.12725403902603,83.10995962414663,2002-12-17,83.12725403902603
2002,12,18,2002.96164384,12979180.799999999,106.9863241391691,106.91076315277228,2002-12-18,106.9863241391691
2002,12,19,2002.96438356,11884924.8,102.33856066754296,102.25707884226881,2002-12-19,102.33856066754296
2002,12,20,2002.96712329,8434350.719999999,98.61439090121011,98.53290907593596,2002-12-20,98.61439090121011
2002,12,21,2002.96986301,11960611.2,93.33320825934078,93.25172643406663,2002-12-21,93.33320825934078
2002,12,22,2002.97260274,11245219.2,96.56790544579762,96.45268613329128,2002-12-22,96.56790544579762
2002,12,23,2002.97534247,10308470.399999999,92.01622208862071,91.90100277611437,2002-12-23,92.01622208862071
2002,12,24,2002.97808219,8082149.76,91.0475659131319,90.92260303774947,2002-12-24,91.0475659131319
2002,12,25,2002.98082192,11153980.799999999,88.32254922262166,88.18988764660793,2002-12-25,88.32254922262166
2002,12,26,2002.98356164,9373622.399999999,84.18364602758113,84.0509844515674,2002-12-26,84.18364602758113
2002,12,27,2002.98630137,11271657.600000001,79.20666939429549,79.07400781828176,2002-12-27,79.20666939429549
2002,12,28,2002.9890411,12374985.6,73.74252061031838,73.60985903430465,2002-12-28,73.74252061031838
2002,12,29,2002.99178082,8543162.879999999,70.17030506430027,70.03746238966315,2002-12-29,70.17030506430027
2002,12,30,2002.99452055,9475480.815350447,65.98642650085405,65.85358382621693,2002-12-30,65.98642650085405
2002,12,31,2002.99726027,11749978.003539661,60.79824850250559,60.66540582786847,2002-12-31,60.79824850250559
2003,1,1,2003.0,4519398.381278684,90.78271768189825,90.6414766104938,2003-01-01,90.78271768189825
2003,1,2,2003.00273973,11009192.06716251,86.1216321509093,85.97970493204751,2003-01-02,86.1216321509093
2003,1,3,2003.00547945,6590098.133604456,87.41178822325055,87.25958372375995,2003-01-03,87.41178822325055
2003,1,4,2003.00821918,10384294.501102725,123.42662489419904,123.16521981295203,2003-01-04,123.42662489419904
2003,1,5,2003.0109589,8028586.516587179,123.48161945583595,123.13232809188762,2003-01-05,123.48161945583595
2003,1,6,2003.01369863,6471981.529966622,135.813929665321,135.09444036108752,2003-01-06,135.813929665321
2003,1,7,2003.01643836,8376577.780451674,133.31526941856123,132.542843527169,2003-01-07,133.31526941856123
2003,1,8,2003.01917808,8579408.842843682,130.72704954411816,129.9077686137438,2003-01-08,130.72704954411816
2003,1,9,2003.02191781,8891502.78908432,127.40102524614207,126.56114224470227,2003-01-09,127.40102524614207
2003,1,10,2003.02465753,9152479.282575702,124.5597673280511,123.68501861305798,2003-01-10,124.5597673280511
2003,1,11,2003.02739726,11704970.918295963,152.78146211323985,151.06929847918735,2003-01-11,152.78146211323985
2003,1,12,2003.03013699,6222316.85666569,217.25254911925958,220.0,2003-01-12,217.25254911925958
2003,1,13,2003.03287671,10119615.529916681,215.53170511227827,215.53170511227825,2003-01-13,215.53170511227827
2003,1,14,2003.03561644,8762628.74509995,213.46258487653589,211.88410589981441,2003-01-14,213.46258487653589
2003,1,15,2003.03835616,8442968.133583676,216.27202523287957,209.56731345324565,2003-01-15,216.27202523287957
2003,1,16,2003.04109589,10229480.492311442,215.4831944699167,213.5431922695695,2003-01-16,215.4831944699167
2003,1,17,2003.04383562,11213776.244431129,215.04858075715256,211.7838147238835,2003-01-17,215.04858075715256
2003,1,18,2003.04657534,10239034.627134645,210.5275566189946,207.26279058572553,2003-01-18,210.5275566189946
2003,1,19,2003.04931507,4252824.158766202,218.1221744649472,220.0,2003-01-19,218.1221744649472
2003,1,20,2003.05205479,8292117.4979774235,214.6608074777267,216.33863301277952,2003-01-20,214.6608074777267
2003,1,21,2003.05479452,9687044.849363262,211.98351326140212,212.22428526923468,2003-01-21,211.98351326140212
2003,1,22,2003.05753425,7757109.284506705,208.55837802212437,208.79915002995693,2003-01-22,208.55837802212437
2003,1,23,2003.06027397,7684243.241816831,205.16541663026968,205.40618863810224,2003-01-23,205.16541663026968
2003,1,24,2003.0630137,9705974.994398596,207.279763848342,203.39575033000452,2003-01-24,207.279763848342
2003,1,25,2003.06575342,9990811.558817994,202.8683420823191,198.98432856398162,2003-01-25,202.8683420823191
2003,1,26,2003.06849315,9463567.29757503,198.68972390751247,194.805710389175,2003-01-26,198.68972390751247
2003,1,27,2003.07123288,9454808.961720224,195.31497295742497,191.0636470279969,2003-01-27,195.31497295742497
2003,1,28,2003.0739726,13101257.868079925,189.73014018570524,185.39770611599982,2003-01-28,189.73014018570524
2003,1,29,2003.07671233,11941432.308235463,184.45742594303252,180.1249918733271,2003-01-29,184.45742594303252
2003,1,30,2003.07945205,12477577.486805813,178.94797792787602,174.6155438581706,2003-01-30,178.94797792787602
2003,1,31,2003.08219178,5695080.351413826,190.03332721371035,182.60087441856592,2003-01-31,190.03332721371035
2003,2,1,2003.08493151,12236768.485317575,184.83020790512242,177.33706148218857,2003-02-01,184.83020790512242
2003,2,2,2003.08767123,11402228.421394387,200.3855780011174,187.7107819997373,2003-02-02,200.3855780011174
2003,2,3,2003.09041096,11900333.091488818,200.7310110308915,186.0284675459484,2003-02-03,200.7310110308915
2003,2,4,2003.09315068,11551563.11013032,195.63044271012888,180.92789922518577,2003-02-04,195.63044271012888
2003,2,5,2003.09589041,6903743.291717854,210.97210942460728,191.00803617374746,2003-02-05,210.97210942460728
2003,2,6,2003.09863014,8963193.38428448,216.04232087096005,193.47866973677446,2003-02-06,216.04232087096005
2003,2,7,2003.10136986,12278947.141159402,214.5782567949101,192.54102564969304,2003-02-07,214.5782567949101
2003,2,8,2003.10410959,10070049.654872486,215.5535908198341,196.0096132776033,2003-02-08,215.5535908198341
2003,2,9,2003.10684932,10960380.512456616,215.16046710801294,197.75224134441748,2003-02-09,215.16046710801294
2003,2,10,2003.10958904,8814816.941002127,216.10783617645927,196.7285100818353,2003-02-10,216.10783617645927
2003,2,11,2003.11232877,11263156.03051889,213.13461339324212,192.77742978611434,2003-02-11,213.13461339324212
2003,2,12,2003.11506849,6929021.8156376295,210.47511842881428,189.94617783085477,2003-02-12,210.47511842881428
2003,2,13,2003.11780822,7962123.936396464,216.48434097370296,195.44966301712037,2003-02-13,216.48434097370296
2003,2,14,2003.12054795,8215214.434837575,216.37258939806532,197.45147594020483,2003-02-14,216.37258939806532
2003,2,15,2003.12328767,3958730.642895877,218.252030836426,216.11731748410165,2003-02-15,218.252030836426
2003,2,16,2003.1260274,4515958.018887709,218.0059882641482,218.92590646985337,2003-02-16,218.0059882641482
2003,2,17,2003.12876712,3682941.107596593,218.37380512389984,218.3663773692943,2003-02-17,218.37380512389984
2003,2,18,2003.13150685,11003601.515501,215.14138296530274,214.3087219829842,2003-02-18,215.14138296530274
2003,2,19,2003.13424658,4591606.008988879,217.9725860537148,216.5512817334618,2003-02-19,217.9725860537148
2003,2,20,2003.1369863,9990707.123800935,215.58862434703858,215.46741568338473,2003-02-20,215.58862434703858
2003,2,21,2003.13972603,5805757.391854666,217.4364800721248,216.13503498063912,2003-02-21,217.4364800721248
2003,2,22,2003.14246575,7001804.2415552335,216.90836810895846,214.8098193398086,2003-02-22,216.90836810895846
2003,2,23,2003.14520548,3315183.8626070474,218.5361875595617,217.13580085667567,2003-02-23,218.5361875595617
2003,2,24,2003.14794521,6465511.391941608,217.14516708527984,216.04415917468668,2003-02-24,217.14516708527984
2003,2,25,2003.15068493,5328687.151826501,217.6471294301266,216.8856765683576,2003-02-25,217.6471294301266
2003,2,26,2003.15342466,3876978.541979326,218.28812830411198,217.4780687837488,2003-02-26,218.28812830411198
2003,2,27,2003.15616438,9659400.393726131,215.73491213474006,214.0601672381367,2003-02-27,215.73491213474006
2003,2,28,2003.15890411,10453765.49696412,215.38416189928995,210.25017057197863,2003-02-28,215.38416189928995
2003,3,1,2003.16164384,8898293.498289645,216.07097727870078,211.34264128933418,2003-03-01,216.07097727870078
2003,3,2,2003.16438356,7314136.403583974,216.7704585017468,212.23423136524409,2003-03-02,216.7704585017468
2003,3,3,2003.16712329,6934377.411646503,216.9381402834532,211.1532494915575,2003-03-03,216.9381402834532
2003,3,4,2003.16986301,7386152.466478718,216.73865996110902,211.82994072899405,2003-03-04,216.73865996110902
2003,3,5,2003.17260274,7361810.184129462,216.74940824452506,212.33479502826893,2003-03-05,216.74940824452506
2003,3,6,2003.17534247,9400985.925321251,215.84901449808314,211.6123323768371,2003-03-06,215.84901449808314
2003,3,7,2003.17808219,11428766.717656082,214.9536521672689,210.8409780507745,2003-03-07,214.9536521672689
2003,3,8,2003.18082192,8827192.440684082,216.10237180068347,209.38622562197884,2003-03-08,216.10237180068347
2003,3,9,2003.18356164,11564634.0993978,214.8936602115024,208.4214651413631,2003-03-09,214.8936602115024
2003,3,10,2003.18630137,6401128.428248295,216.26125545857127,206.82180509084725,2003-03-10,216.26125545857127
2003,3,11,2003.1890411,5357888.19906223,217.63423576932556,205.87290120517258,2003-03-11,217.63423576932556
2003,3,12,2003.19178082,12704922.090977719,212.02440422382946,200.2630696596765,2003-03-12,212.02440422382946
2003,3,13,2003.19452055,12088565.026684415,206.68672383973384,194.92538927558087,2003-03-13,206.68672383973384
2003,3,14,2003.19726027,12463895.85182763,201.1833169216376,189.42198235748464,2003-03-14,201.1833169216376
2003,3,15,2003.2,11013856.63689947,196.87317175972223,184.8996230208888,2003-03-15,196.87317175972223
2003,3,16,2003.20273973,12168988.038617292,192.46098076437735,180.17148898385364,2003-03-16,192.46098076437735
